ref,date,name,other_trades,Other Trades Parenth,Other Trades Dates,Other Trade Suffix 2,Role_primary,Relation to,RoleRelationDates,guild_memberships,opticians,seller_descriptions,Qualifier IS,Dates IS,maker_descriptions,IM Dates Parenth,Material,Qualifier IM,seller_trades,Seller_trades parenth,Seller trade dates,maker_trades,Maker_trade parentheses 1,Maker_trade Date Qual,Maker_qualifier
5488,1806-01-01T00:00:00Z,HUSSEY,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5489,1785-01-01T00:00:00Z,ELLICOTT & SONS,,,,,,,,,,,,,,,,,,,,Watch,,,
5490,1811-01-01T00:00:00Z,ELLICOTT & TAYLOR,,,,,,,,,,,,,,,,,,,,Watch,,,
5491,1830-01-01T00:00:00Z,ELLICOTT & SMITH,,,,,,,,,,,,,,,,,,,,Clock,,,
5491,1830-01-01T00:00:00Z,ELLICOTT & SMITH,,,,,,,,,,,,,,,,,,,,Watch,,,
5492,1757-01-01T00:00:00Z,ELLICOTT,,,,,,,,,,,,,,,,,,,,Watch,,,
5492,1757-01-01T00:00:00Z,ELLICOTT,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5493,1775-01-01T00:00:00Z,EDWARDS,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5494,1789-01-01T00:00:00Z,KILBINGTON,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5495,1837-01-01T00:00:00Z,WYLD,,,,,,,,,,,,,,,,,,,,Globe,,,
5495,1837-01-01T00:00:00Z,WYLD,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5495,1837-01-01T00:00:00Z,WYLD,,,,,Publisher,map,,,,,,,,,,,,,,,,,
5496,1849-01-01T00:00:00Z,PEARCE,,,,,,,,,,,,,,,,,,,,Saccharometer,,,
5496,1849-01-01T00:00:00Z,PEARCE,,,,,,,,,,,,,,,,,,,,Saccharometer,,,
5496,1849-01-01T00:00:00Z,PEARCE,,,,,,,,,,,,,,,,,,,,Hydrometer,,,
5496,1849-01-01T00:00:00Z,PEARCE,,,,,,,,,,,,,,,,,,,,Hydrometer,,,
5496,1849-01-01T00:00:00Z,PEARCE,,,,,,,,,Optician,,,,,,,,,,,,,,
5497,1815-01-01T00:00:00Z,ALLMOND,,,,,,,,,,,,,,,,,,,,Scale,,,
5497,1815-01-01T00:00:00Z,ALLMOND,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5498,1794-01-01T00:00:00Z,CUTHBERTSON,,,,,,,,,,,,,,,,,,,,Scale,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Compass,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Compass,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Compass,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Case,jewel,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Case,jewel,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Case,jewel,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5499,1813-01-01T00:00:00Z,SIMMS,,,,,Worker ,brass,,,,,,,,,,,,,,,,,
5500,1836-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5500,1836-01-01T00:00:00Z,SIMMS,,,,,,,,,Optician,,,,,,,,,,,,,,
5500,1836-01-01T00:00:00Z,SIMMS,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5501,1820-01-01T00:00:00Z,GAIRNS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,Master \ Mathematical,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,Master \ Mathematical,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,Master \ Mathematical,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,,,,,,,,Rule,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5502,1836-01-01T00:00:00Z,MORRIS,,,,,,,,,,,,,Optical,,,,,,,,,,
5503,1828-01-01T00:00:00Z,BARNBY,,,,,,,,,,,,,,,,,,,,Case,jewellers',,
5503,1828-01-01T00:00:00Z,BARNBY,,,,,,,,,,,,,,,,,,,,Case,mathematical instrument,,
5503,1828-01-01T00:00:00Z,BARNBY,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5503,1828-01-01T00:00:00Z,BARNBY,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5504,1804-01-01T00:00:00Z,HEWES,,,,,,,,Drapers,,,,,,,,,,,,,,,
5504,1804-01-01T00:00:00Z,HEWES,,,,,Founder ,brass,,,,,,,,,,,,,,,,,
5504,1804-01-01T00:00:00Z,HEWES,,,,,Turner ,brass,,,,,,,,,,,,,,,,,
5505,1765-01-01T00:00:00Z,CARTWRIGHT,,,,,,,,,,,,,,,,,,,,Case,telescope,,
5505,1765-01-01T00:00:00Z,CARTWRIGHT,,,,,,,,,,,,,,,,,,,,Case,optical,,
5505,1765-01-01T00:00:00Z,CARTWRIGHT,,,,,,,,Drapers,,,,,,,,,,,,,,,
5506,1768-01-01T00:00:00Z,COULSTON,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5506,1768-01-01T00:00:00Z,COULSTON,,,,,,,,Drapers,,,,,,,,,,,,,,,
5507,1762-01-01T00:00:00Z,HASSARD,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5507,1762-01-01T00:00:00Z,HASSARD,,,,,,,,Drapers,,,,,,,,,,,,,,,
5508,1765-01-01T00:00:00Z,HICKMAN,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5508,1765-01-01T00:00:00Z,HICKMAN,,,,,,,,Drapers,,,,,,,,,,,,,,,
5509,1802-01-01T00:00:00Z,CROWLEY,,,,,,,,,Optician,,,,,,,,,,,,,,
5509,1802-01-01T00:00:00Z,CROWLEY,,,,,,,,Drapers,,,,,,,,,,,,,,,
5510,1738-01-01T00:00:00Z,RICHARDSON,,,,,,,,,Optician,,,,,,,,,,,,,,
5510,1738-01-01T00:00:00Z,RICHARDSON,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5511,1637-01-01T00:00:00Z,CUMBERFORD,,,,,,,,,,,,,,,,,,,,Sea Card,,,
5511,1637-01-01T00:00:00Z,CUMBERFORD,,,,,,,,Drapers,,,,,,,,,,,,,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,,,,,,,,,,,,,,,,Tube,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,,,,,,,,,,,,,,,,Tube,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,,,,,,,,,,,,,,,,Telescope,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,,,,,,,,,,,,,,,,Telescope,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,,,,,Optician,,,,,,,,,,,,,,
5512,1845-01-01T00:00:00Z,STANTON BROTHERS,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5513,1824-01-01T00:00:00Z,LEWIS,,,,,,,,Drapers,,,,,,,,,,,,,,,
5513,1824-01-01T00:00:00Z,LEWIS,,,,,Turner ,brass,,,,,,,,,,,,,,,,,
5514,1845-01-01T00:00:00Z,MOULDER,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5515,1849-01-01T00:00:00Z,MOULDER & ORME,,,,,,,,,Optician,,,,,,,,,,,,,,
5515,1849-01-01T00:00:00Z,MOULDER & ORME,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5516,1845-01-01T00:00:00Z,STANTON,,,,,,,,Drapers,,,,,,,,,,,,,,,
5516,1845-01-01T00:00:00Z,STANTON,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5517,1848-01-01T00:00:00Z,STANTON,,,,,,,,Drapers,,,,,,,,,,,,,,,
5517,1848-01-01T00:00:00Z,STANTON,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5518,1842-01-01T00:00:00Z,ROSE,,,,,,,,Drapers,,,,,,,,,,,,,,,
5518,1842-01-01T00:00:00Z,ROSE,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5519,1824-01-01T00:00:00Z,FLETCHER,,,,,,,,,,,,,,,,,,,,Mill,,,
5519,1824-01-01T00:00:00Z,FLETCHER,,,,,,,,,,,,,,,,,,,,Weight,,,
5519,1824-01-01T00:00:00Z,FLETCHER,,,,,,,,,,,,,,,,,,,,Scale,,,
5520,1834-01-01T00:00:00Z,FLETCHER,,,,,,,,,,,,,,,,,,,,Weight,,,
5520,1834-01-01T00:00:00Z,FLETCHER,,,,,,,,,,,,,,,,,,,,Scale,,,
5520,1834-01-01T00:00:00Z,FLETCHER,,,,,,,,Drapers,,,,,,,,,,,,,,,
5521,1798-01-01T00:00:00Z,BARDIN,,,,,,,,,,,,,,,,,,,,Globe,,,
5522,1796-01-01T00:00:00Z,CUTLER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5523,1803-01-01T00:00:00Z,STURMAN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5524,1811-01-01T00:00:00Z,SPENCER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5524,1811-01-01T00:00:00Z,SPENCER,,,,,,,,Grocers,,,,,,,,,,,,,,,
5524,1811-01-01T00:00:00Z,SPENCER,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5525,1847-01-01T00:00:00Z,POTTER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5525,1847-01-01T00:00:00Z,POTTER,,,,,,,,Grocers,,,,,,,,,,,,,,,
5526,1801-01-01T00:00:00Z,RUST,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5526,1801-01-01T00:00:00Z,RUST,,,,,,,,Grocers,,,,,,,,,,,,,,,
5527,1809-01-01T00:00:00Z,MASON,,,,,Turner ,optical,,,,,,,,,,,,,,,,,
5528,1809-01-01T00:00:00Z,RUST,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5528,1809-01-01T00:00:00Z,RUST,,,,,,,,Grocers,,,,,,,,,,,,,,,
5529,1811-01-01T00:00:00Z,WHITE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5530,1827-01-01T00:00:00Z,PARSONS,,,,,,,,Grocers,,,,,,,,,,,,,,,
5530,1827-01-01T00:00:00Z,PARSONS,,,,,Engraver,instruments (mathematical),,,,,,,,,,,,,,,,,
5531,1836-01-01T00:00:00Z,WILLSMERE,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5531,1836-01-01T00:00:00Z,WILLSMERE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5531,1836-01-01T00:00:00Z,WILLSMERE,,,,,,,,Grocers,,,,,,,,,,,,,,,
5532,1840-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5532,1840-01-01T00:00:00Z,SMITH,,,,,,,,Grocers,,,,,,,,,,,,,,,
5533,1840-01-01T00:00:00Z,ROBINSON,,,,,,,,,,,,,,,,,,,,Measure,,,
5533,1840-01-01T00:00:00Z,ROBINSON,,,,,,,,Grocers,,,,,,,,,,,,,,,
5534,1691-01-01T00:00:00Z,HARBOTTLE,,,,,Grinder ,lens,,,,,,,,,,,,,,,,,
5535,1668-01-01T00:00:00Z,ALT,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5535,1668-01-01T00:00:00Z,ALT,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5536,1844-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Ship's Log,,,
5536,1844-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Clock,,,
5536,1844-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5536,1844-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Watch,,,
5537,1705-01-01T00:00:00Z,ALT,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5538,1676-01-01T00:00:00Z,BARBER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5538,1676-01-01T00:00:00Z,BARBER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5539,1842-01-01T00:00:00Z,NEILL & SONS,,,,,,,,,,Nautical,,,,,,,,,,,,,
5539,1842-01-01T00:00:00Z,NEILL & SONS,,,,,,,,,Optician,,,,,,,,,,,,,,
5539,1842-01-01T00:00:00Z,NEILL & SONS,,,,,Jeweller,,,,,,,,,,,,,,,,,,
5539,1842-01-01T00:00:00Z,NEILL & SONS,,,,,Smith ,silver,,,,,,,,,,,,,,,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Watch,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Watch,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Watch,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,,,,,,,,,,,,Watch,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,,,,,Optician,,,,,,,,,,,,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,Jeweller,,,,,,,,,,,,,,,,,,
5540,1850-01-01T00:00:00Z,NEILL BROS,,,,,Smith ,silver,,,,,,,,,,,,,,,,,
5541,1818-01-01T00:00:00Z,SPEAR,,,,,,,,,,,,,,,,,,,,Candle,,,
5541,1818-01-01T00:00:00Z,SPEAR,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5541,1818-01-01T00:00:00Z,SPEAR,,,,,Merchant ,oil,,,,,,,,,,,,,,,,,
5542,1675-01-01T00:00:00Z,CLARK,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5542,1675-01-01T00:00:00Z,CLARK,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5543,1823-01-01T00:00:00Z,MCCABE,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5543,1823-01-01T00:00:00Z,MCCABE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
5544,1838-01-01T00:00:00Z,McCABE & CO.,,,,,,,,,,,,,,,,,,,,Clock,,,
5544,1838-01-01T00:00:00Z,McCABE & CO.,,,,,,,,,,,,,,,,,,,,Watch,,,
5544,1838-01-01T00:00:00Z,McCABE & CO.,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5545,1831-01-01T00:00:00Z,STRACHAN,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5545,1831-01-01T00:00:00Z,STRACHAN,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
5546,1668-01-01T00:00:00Z,COSBY,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5546,1668-01-01T00:00:00Z,COSBY,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5547,1693-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5547,1693-01-01T00:00:00Z,DAVIS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5548,1693-01-01T00:00:00Z,DUNNELL,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5548,1693-01-01T00:00:00Z,DUNNELL,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5549,1693-01-01T00:00:00Z,DURHAM,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5550,1668-01-01T00:00:00Z,EDWARDS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5551,1681-01-01T00:00:00Z,MASON,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5552,1658-01-01T00:00:00Z,GOODMAN,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5553,1612-01-01T00:00:00Z,POND,,,,,,,,,,,,,,,,,,,,Almanac,,,
5553,1612-01-01T00:00:00Z,POND,,,,,,,,,,,,,,,,,,,,Almanac,,,
5553,1612-01-01T00:00:00Z,POND,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5554,1624-01-01T00:00:00Z,BROWNE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5554,1624-01-01T00:00:00Z,BROWNE,,,,,Teacher ,,,,,,,,,,,,,,,,,,
5555,1658-01-01T00:00:00Z,HARDY,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5556,1761-01-01T00:00:00Z,HARRISON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5556,1761-01-01T00:00:00Z,HARRISON,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
5557,1761-01-01T00:00:00Z,HARRISON & SON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5558,1672-01-01T00:00:00Z,HAYWARD,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5558,1672-01-01T00:00:00Z,HAYWARD,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5559,1689-01-01T00:00:00Z,HELME,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5560,1728-01-01T00:00:00Z,BARKER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5561,1839-01-01T00:00:00Z,PARKES,,,,,,,,,,,,,,,,,,,,Toy,,,
5561,1839-01-01T00:00:00Z,PARKES,,,,,,,,,,,,,,,,,,,,Compass,,,
5561,1839-01-01T00:00:00Z,PARKES,,,,,,,,,,,,,,,,,,,,Tape,measuring,,
5562,1802-01-01T00:00:00Z,PARKINSON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
5562,1802-01-01T00:00:00Z,PARKINSON,,,,,,,,,,,,,,,,,,,,Watch,,,
5562,1802-01-01T00:00:00Z,PARKINSON,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
5563,1820-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,,,,,,,,Compass,,,
5563,1820-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,Nautical,,,,,,,,,,
5563,1820-01-01T00:00:00Z,SIMMS,,,,,,,,Clothworkers,,,,,,,,,,,,,,,
5564,1800-01-01T00:00:00Z,SIMMS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5565,1780-01-01T00:00:00Z,KENDREW,,,,,,,,,,,,,,,,,,,,Lens,,,
5566,1849-01-01T00:00:00Z,SNART,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5567,1840-01-01T00:00:00Z,SOMALVICO,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5567,1840-01-01T00:00:00Z,SOMALVICO,,,,,,,,,,,,,,,,,,,,Barometer,,,
5568,1839-01-01T00:00:00Z,SOMALVICO,,,,,,,,,,,,,,,,,,,,Barometer,,,
5569,1831-01-01T00:00:00Z,TAGLIABUE,,,,,,,,,,,,,,,,,,,,Barometer,,,
5570,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5570,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,,,,,,,,Barometer,,,
5570,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5571,1838-01-01T00:00:00Z,TAGLIABUE & CASELLA,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5571,1838-01-01T00:00:00Z,TAGLIABUE & CASELLA,,,,,,,,,,,,,,,,,,,,Barometer,,,
5572,1842-01-01T00:00:00Z,TAGLIABUE & CICERI,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5572,1842-01-01T00:00:00Z,TAGLIABUE & CICERI,,,,,,,,,,,,,,,,,,,,Barometer,,,
5572,1842-01-01T00:00:00Z,TAGLIABUE & CICERI,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5573,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5573,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,,,,,,,,Barometer,,,
5573,1850-01-01T00:00:00Z,TAGLIABUE & CO.,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5574,1847-01-01T00:00:00Z,TAGLIABUE & ZAMBRA,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5574,1847-01-01T00:00:00Z,TAGLIABUE & ZAMBRA,,,,,,,,,,,,,,,,,,,,Barometer,,,
5574,1847-01-01T00:00:00Z,TAGLIABUE & ZAMBRA,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5575,1837-01-01T00:00:00Z,WATSON,,,,,,,,,,,,,,,,,,,,Gun,,,
5575,1837-01-01T00:00:00Z,WATSON,,,,,,,,,,,,,,,,,,,,Gun,,,
5575,1837-01-01T00:00:00Z,WATSON,,,,,,,,,Optician,,,,,,,,,,,,,,
5576,1821-01-01T00:00:00Z,ZAMBRA,,,,,,,,,,,,,,,,,,,,Barometer,,,
5576,1821-01-01T00:00:00Z,ZAMBRA,,,,,,,,,,,,,,,,,Barometer,Travelling,,,,,
5577,1843-01-01T00:00:00Z,ZAMBRA,,,,,,,,,,,,,,,,,,,,Barometer,,,
5577,1843-01-01T00:00:00Z,ZAMBRA,,,,,,,,,,,,,,,,,,,,Barometer,,,
5577,1843-01-01T00:00:00Z,ZAMBRA,,,,,,,,,,,,,Meteorological,,,,,,,,,,
5577,1843-01-01T00:00:00Z,ZAMBRA,,,,,,,,,Optician,,,,,,,,,,,,,,
5577,1843-01-01T00:00:00Z,ZAMBRA,,,,,Blower ,glass (experimental),,,,,,,,,,,,,,,,,
5578,1826-01-01T00:00:00Z,MURRAY,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5578,1826-01-01T00:00:00Z,MURRAY,,,,,,,,Makers of Playing Cards,,,,,,,,,,,,,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,,,,,,,,Thermometer,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,,,,,,,,Barometer,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,,,,,,,,Barometer,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,Electrical,,,,,,,,,,
5579,1835-01-01T00:00:00Z,NEEVES,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5580,1662-01-01T00:00:00Z,LIGHT,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5581,1694-01-01T00:00:00Z,MOLAND,,,,,,,,,,,,,,,,,,,,Instrument,,,
5581,1694-01-01T00:00:00Z,MOLAND,,,,,Surveyor,,,,,,,,,,,,,,,,,,
5582,1740-01-01T00:00:00Z,BAKER,,,,,,,,,,,,,,,,,,,,Instrument,,,
5583,1804-01-01T00:00:00Z,POWER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5584,1676-01-01T00:00:00Z,MAXAM,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5584,1676-01-01T00:00:00Z,MAXAM,,,,,,,,Woodmongers,,,,,,,,,,,,,,,
5585,1661-01-01T00:00:00Z,PALMER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5586,1668-01-01T00:00:00Z,PEALE,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5587,1667-01-01T00:00:00Z,PEALE,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5588,1688-01-01T00:00:00Z,PIDDING,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5588,1688-01-01T00:00:00Z,PIDDING,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5589,1668-01-01T00:00:00Z,PRESBURY,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5590,1682-01-01T00:00:00Z,ROGERS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5591,1695-01-01T00:00:00Z,SCULTHORPE,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5592,1847-01-01T00:00:00Z,BECK,,,,,,,,,Optician,,,,,,,,,,,,,,
5593,1678-01-01T00:00:00Z,SPENCER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5593,1678-01-01T00:00:00Z,SPENCER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5594,1695-01-01T00:00:00Z,SPENCER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5595,1681-01-01T00:00:00Z,STEPHENS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5596,1668-01-01T00:00:00Z,STEPHENS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5597,1678-01-01T00:00:00Z,TINGAY,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5597,1678-01-01T00:00:00Z,TINGAY,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5598,1669-01-01T00:00:00Z,TURVELL,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5598,1669-01-01T00:00:00Z,TURVELL,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5599,1669-01-01T00:00:00Z,TWIGG,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5599,1669-01-01T00:00:00Z,TWIGG,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5600,1832-01-01T00:00:00Z,WEST,,,,,,,,,Optician,,,,,,,,,,,,,,
5601,1839-01-01T00:00:00Z,WEST,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5601,1839-01-01T00:00:00Z,WEST,,,,,,,,,Optician,,,,,,,,,,,,,,
5602,1693-01-01T00:00:00Z,WHITE,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5602,1693-01-01T00:00:00Z,WHITE,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5603,1693-01-01T00:00:00Z,WHITE,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5604,1669-01-01T00:00:00Z,WOOLSTENCROFT,,,,,,,,,,,,,,,,,,,,Spectacle,,,
5604,1669-01-01T00:00:00Z,WOOLSTENCROFT,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
5605,1763-01-01T00:00:00Z,JONES,,,,,,,,,,,,,,,,,,,,Scale beam,,,
5606,1823-01-01T00:00:00Z,DRIVER,,,,,,,,,,,,,,,,,,,,Scale,,,
5606,1823-01-01T00:00:00Z,DRIVER,,,,,,,,Barbers,,,,,,,,,,,,,,,
5607,1824-01-01T00:00:00Z,NEWMAN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
5608,1828-01-01T00:00:00Z,NORTON,,,,,,,,,,,,,Philosophical,,,,,,,,,,
5609,1828-01-01T00:00:00Z,NORTON,,,,,,,,,,,,,,,,,,,,Barometer,,,
