ref,date,name,other_trades,Other Trades Parenth,Other Trades Dates,Other Trade Suffix 2,Role_primary,Relation to,RoleRelationDates,guild_memberships,opticians,seller_descriptions,Qualifier IS,Dates IS,maker_descriptions,IM Dates Parenth,Material,Qualifier IM,seller_trades,Seller_trades parenth,Seller trade dates,maker_trades,Maker_trade parentheses 1,Maker_trade Date Qual,Maker_qualifier
10114,1867-01-01T00:00:00Z,M'CLELLAN,,,,,,,,,,,,,,,,,,,,Watch,,,
10115,1866-01-01T00:00:00Z,MÖLLER,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10115,1866-01-01T00:00:00Z,MÖLLER,,,,,,,,,,,,,,,,,,,,Watch,,,
10116,1887-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,Electrical,,,,,,,,,,
10116,1887-01-01T00:00:00Z,SMITH,,,,,,,,,Optician,,,,,,,,,,,,,,
10117,1867-01-01T00:00:00Z,"COOMBE, FERRIS & CO.",,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10118,1867-01-01T00:00:00Z,HART,,,,,,,,,Optician,,,,,,,,,,,,,,
10119,1864-01-01T00:00:00Z,PHILLIPS,,,,,,,,,,,,,,,,,,,,Chronometer,,"1867 in dirs, from ",
10119,1864-01-01T00:00:00Z,PHILLIPS,,,,,,,,,,,,,,,,,,,,Watch,,,
10120,1868-01-01T00:00:00Z,SMEDLEY,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10120,1868-01-01T00:00:00Z,SMEDLEY,,,,,,,,,,,,,,,,,,,,Barometer,,,
10121,1868-01-01T00:00:00Z,DAVIS & CO.,,,,,,,,,,,,,Meteorological,,,,,,,,,,
10122,1868-01-01T00:00:00Z,HUGHES,,,,,,,,,,,,,,,,,,,,Meter Index,,,
10123,1868-01-01T00:00:00Z,BOWIE,,,,,,,,,Optician,,,,,,,,,,,,,,
10124,1868-01-01T00:00:00Z,CHAPMAN,,,,,,,,,,,,,Philosophical,,,,,,,,,,
10124,1868-01-01T00:00:00Z,CHAPMAN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
10124,1868-01-01T00:00:00Z,CHAPMAN,,,,,,,,,Optician,,,,,,,,,,,,,,
10125,1868-01-01T00:00:00Z,GRASEMANN,,,,,,,,,Optician,,,,,,,,,,,,,,
10126,1868-01-01T00:00:00Z,WOOD,,,,,,,,,Optician,,,,,,,,,,,,,,
10127,1868-01-01T00:00:00Z,WRIGHT,,,,,,,,,Optician,,,,,,,,,,,,,,
10128,1868-01-01T00:00:00Z,ARNOLD,,,,,,,,,,,,,,,,,,,,Weight,,,
10128,1868-01-01T00:00:00Z,ARNOLD,,,,,,,,,,,,,,,,,,,,Scale,,,
10129,1868-01-01T00:00:00Z,HUGHES,,,,,Manufacturer,apparatus (photographic),,,,,,,,,,,,,,,,,
10130,1868-01-01T00:00:00Z,LOVERING,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10131,1868-01-01T00:00:00Z,POTTER,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10131,1868-01-01T00:00:00Z,POTTER,,,,,,,,,,,,,,,,,,,,Weight,,,
10131,1868-01-01T00:00:00Z,POTTER,,,,,,,,,,,,,,,,,,,,Scale,,,
10132,1868-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,,,,Weight,,,
10132,1868-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,,,,Scale,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,,,,,,,,,,,,Telescope,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,,,,,Optician,,,,,,,,,,,,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,Wholesaler,,,,,,,,,,,,,,,,,,
10133,1880-01-01T00:00:00Z,CLARKSON,,,,,Manufacturer,microscope,,,,,,,,,,,,,,,,,
10134,1868-01-01T00:00:00Z,CHRISTY & CO.,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10135,1868-01-01T00:00:00Z,HALL,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10135,1868-01-01T00:00:00Z,HALL,,,,,Manufacturer,cable (submarine: telegraph),,,,,,,,,,,,,,,,,
10135,1868-01-01T00:00:00Z,HALL,,,,,Contractor ,telegraph,from 1873,,,,,,,,,,,,,,,,
10135,1868-01-01T00:00:00Z,HALL,,,,,Manufacturer,insulator (telegraph),1880 only,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,telegraph pole,1871-,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,,1871-,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Contractor ,,1874-,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,wire (telegraph),1878-,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,,1878-,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,insulator (telegraph),1880,,,,,,,,,,,,,,,,
10136,1868-01-01T00:00:00Z,WARDEN & CO.,,,,,Manufacturer,,1880,,,,,,,,,,,,,,,,
10137,1868-01-01T00:00:00Z,BÖHME,,,,,,,,,,,,,,,,,,,,Chronometer,,1868-9 only in dirs,
10137,1868-01-01T00:00:00Z,BÖHME,,,,,,,,,,,,,,,,,,,,Watch,,,
10138,1868-01-01T00:00:00Z,EDWARDS,,,,,,,,,,,,,,,,,,,,Clock,,,
10138,1868-01-01T00:00:00Z,EDWARDS,,,,,,,,,,,,,,,,,,,,Chronometer,,1868-9 only in dirs,
10138,1868-01-01T00:00:00Z,EDWARDS,,,,,,,,,,,,,,,,,,,,Watch,,,
10138,1868-01-01T00:00:00Z,EDWARDS,,,,,Jeweller,,,,,,,,,,,,,,,,,,
10139,1864-01-01T00:00:00Z,GENT,,,,,,,,,,,,,,,,,,,,Chronometer,,1868-70 in dirs,
10139,1864-01-01T00:00:00Z,GENT,,,,,,,,,,,,,,,,,,,,Watch,,,
10140,1868-01-01T00:00:00Z,MITCHELL,,,,,,,,,,,,,,,,,,,,Clock,,,
10140,1868-01-01T00:00:00Z,MITCHELL,,,,,,,,,,,,,,,,,,,,Chronometer,,1868-9 only in dirs,
10140,1868-01-01T00:00:00Z,MITCHELL,,,,,,,,,,,,,,,,,,,,Watch,,,
10140,1868-01-01T00:00:00Z,MITCHELL,,,,,Jeweller,,,,,,,,,,,,,,,,,,
10141,1868-01-01T00:00:00Z,GEE,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10141,1868-01-01T00:00:00Z,GEE,,,,,,,,,,,,,,,,,,,,Watch,,,
10142,1869-01-01T00:00:00Z,LINCKER BROS & CO.,,,,,Manufacturer,"glass (chemical), apparatus (chemical)",,,,,,,,,,,,,,,,,
10143,1868-01-01T00:00:00Z,MOORE,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10143,1868-01-01T00:00:00Z,MOORE,,,,,,,,,,,,,,,,,,,,Watch,,,
10144,1865-01-01T00:00:00Z,MORSS,,,,,,,,,,,,,,,,,,,,Clock,,,
10144,1865-01-01T00:00:00Z,MORSS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10144,1865-01-01T00:00:00Z,MORSS,,,,,,,,,,,,,,,,,,,,Watch,,,
10144,1865-01-01T00:00:00Z,MORSS,,,,,Jeweller,,,,,,,,,,,,,,,,,,
10145,1866-01-01T00:00:00Z,MORTON,,,,,,,,,,,,,,,,,,,,Chronometer,,1868-74 in dirs,
10145,1866-01-01T00:00:00Z,MORTON,,,,,,,,,,,,,,,,,,,,Watch,,,
10146,1868-01-01T00:00:00Z,WHIFFIN,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10146,1868-01-01T00:00:00Z,WHIFFIN,,,,,,,,,,,,,,,,,,,,Watch,,,
10147,1869-01-01T00:00:00Z,HELLIER,,,,,,,,,,,,,,,,,,,,Timeglass,,,
10147,1869-01-01T00:00:00Z,HELLIER,,,,,,,,,,,,,,,,,,,,Hourglass,,,
10148,1869-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Ship's Log,patent,,
10149,1869-01-01T00:00:00Z,"ANDREW, TAYLOR & STEPHENS",,,,,,,,,,,,,,,,,,,,Gauge,,,
10150,1869-01-01T00:00:00Z,CASPER,,,,,,,,,,,,,,,,,,,,Gauge,Dubois Patent,,
10151,1869-01-01T00:00:00Z,ASTEN,,,,,,,,,Optician,,,,,,,,,,,,,,
10152,1869-01-01T00:00:00Z,BENEDICTS,,,,,,,,,Optician,,,,,,,,,,,,,,
10153,1869-01-01T00:00:00Z,FOURNET,,,,,,,,,Optician,,,,,,,,,,,,,,
10154,1869-01-01T00:00:00Z,NEWMAN,,,,,,,,,Optician,,,,,,,,,,,,,,
10155,1868-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,,,,Microscope,,,
10156,1869-01-01T00:00:00Z,SOLOMONS,,,,,,,,,Optician,,,,,,,,,,,,,,
10157,1869-01-01T00:00:00Z,TRESOLDI,,,,,,,,,Optician,,,,,,,,,,,,,,
10158,1869-01-01T00:00:00Z,FORBES,,,,,,,,,,,,,,,,,,,,Weight,,,
10158,1869-01-01T00:00:00Z,FORBES,,,,,,,,,,,,,,,,,,,,Scale,,,
10159,1869-01-01T00:00:00Z,KNOWLES,,,,,,,,,,,,,,,,,,,,Weight,,,
10159,1869-01-01T00:00:00Z,KNOWLES,,,,,,,,,,,,,,,,,,,,Scale,,,
10159,1869-01-01T00:00:00Z,KNOWLES,,,,,,,,Blacksmiths,,,,,,,,,,,,,,,
10160,1869-01-01T00:00:00Z,POWELL & CO.,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10161,1869-01-01T00:00:00Z,"BARRAUD, LUND & SONS",,,,,,,,,,,,,,,,,,,,Clock,,,
10161,1869-01-01T00:00:00Z,"BARRAUD, LUND & SONS",,,,,,,,,,,,,,,,,,,,Chronometer,,,
10161,1869-01-01T00:00:00Z,"BARRAUD, LUND & SONS",,,,,,,,,,,,,,,,,,,,Watch,,,
10162,1869-01-01T00:00:00Z,DENISON & SON,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10163,1869-01-01T00:00:00Z,GARTNER & CO.,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10163,1869-01-01T00:00:00Z,GARTNER & CO.,,,,,,,,,,,,,,,,,,,,Watch,,,
10164,1869-01-01T00:00:00Z,MARTIN BROTHERS,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10165,1869-01-01T00:00:00Z,MORGAN,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10166,1869-01-01T00:00:00Z,WYMARK & SON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10166,1869-01-01T00:00:00Z,WYMARK & SON,,,,,,,,,,,,,,,,,,,,Watch,,,
10168,1867-01-01T00:00:00Z,USHER & COLE,,,,,,,,,,,,,,,,,,,,Watch,,,
10169,1869-01-01T00:00:00Z,TOOMBS,,,,,,,,,,,,,,,,,,,,Weight,,,
10169,1869-01-01T00:00:00Z,TOOMBS,,,,,,,,,,,,,,,,,,,,Scale,,,
10170,1869-01-01T00:00:00Z,WRIGHT,,,,,,,,,,,,,,,,,,,,Weight,,,
10170,1869-01-01T00:00:00Z,WRIGHT,,,,,,,,,,,,,,,,,,,,Scale,,,
10171,1881-01-01T00:00:00Z,WRIGHT,,,,,,,,,,,,,,,,,,,,Weight,,,
10171,1881-01-01T00:00:00Z,WRIGHT,,,,,,,,,,,,,,,,,,,,Scale,,,
10172,1870-01-01T00:00:00Z,BARCLAY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10173,1870-01-01T00:00:00Z,BARCLAY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10174,1870-01-01T00:00:00Z,BLACK & MURRAY,,,,,,,,,,,,,,,,,,,,Watch,,,
10174,1870-01-01T00:00:00Z,BLACK & MURRAY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10175,1870-01-01T00:00:00Z,LUND & BLOCKLEY,,,,,,,,,,,,,,,,,,,,Watch,,,
10175,1870-01-01T00:00:00Z,LUND & BLOCKLEY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10177,1870-01-01T00:00:00Z,KINGSTON,,,,,,,,,,,,,,,,,,,,Watch,,,
10179,1870-01-01T00:00:00Z,DAYMAN,,,,,Galvanist ,medical,,,,,,,,,,,,,,,,,
10180,1870-01-01T00:00:00Z,DIXON,,,,,,,,,,,,,,,,,,,,Steam Gauge,,,
10181,1870-01-01T00:00:00Z,GENGE & SON,,,,,,,,,,,,,,,,,,,,Measure,,,
10182,1869-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,,,,Globe,,"1891 in dirs, to",
10182,1869-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,,,,Globe,,"1891 in dirs, to",
10182,1869-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,Map,,,,,,
10182,1869-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,,,,,Chart,,,,,,
10183,1870-01-01T00:00:00Z,TAYLOR & STEPHENS,,,,,,,,,,,,,,,,,,,,Steam Gauge,,,
10184,1870-01-01T00:00:00Z,WILSON,,,,,Galvanist ,medical,,,,,,,,,,,,,,,,,
10185,1870-01-01T00:00:00Z,ALLEN,,,,,,,,,,,,,,,,,,,,Weight,,,
10185,1870-01-01T00:00:00Z,ALLEN,,,,,,,,,,,,,,,,,,,,Scale,,,
10186,1870-01-01T00:00:00Z,CHAPPELL,,,,,,,,,,,,,,,,,,,,Weight,,,
10186,1870-01-01T00:00:00Z,CHAPPELL,,,,,,,,,,,,,,,,,,,,Scale,,,
10187,1870-01-01T00:00:00Z,HUNT & CO.,,,,,,,,,,,,,,,,,,,,Weight,,,
10187,1870-01-01T00:00:00Z,HUNT & CO.,,,,,,,,,,,,,,,,,,,,Scale,,,
10188,1870-01-01T00:00:00Z,MARTIN,,,,,,,,,,,,,,,,,,,,Weight,,,
10188,1870-01-01T00:00:00Z,MARTIN,,,,,,,,,,,,,,,,,,,,Scale,,,
10189,1870-01-01T00:00:00Z,STANWAY,,,,,,,,,,,,,,,,,,,,Weight,,,
10189,1870-01-01T00:00:00Z,STANWAY,,,,,,,,,,,,,,,,,,,,Scale,,,
10190,1870-01-01T00:00:00Z,WEBB & CO.,,,,,,,,,,,,,,,,,,,,Weight,,,
10190,1870-01-01T00:00:00Z,WEBB & CO.,,,,,,,,,,,,,,,,,,,,Scale,,,
10191,1870-01-01T00:00:00Z,BOURNE & SON,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10192,1870-01-01T00:00:00Z,HART & CO.,,,,,,,,,,,,,,,,,,,,Weighbridge,,1876-,
10192,1870-01-01T00:00:00Z,HART & CO.,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10193,1870-01-01T00:00:00Z,WALKER & SON,,,,,,,,,,,,,,,,,,,,Weight,,,
10193,1870-01-01T00:00:00Z,WALKER & SON,,,,,,,,,,,,,,,,,,,,Scale,,,
10194,1870-01-01T00:00:00Z,WENBORN,,,,,,,,,,,,,,,,,,,,Weight,,,
10194,1870-01-01T00:00:00Z,WENBORN,,,,,,,,,,,,,,,,,,,,Scale,,,
10195,1870-01-01T00:00:00Z,WILSON,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Saccharometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Saccharometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Hydrometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Hydrometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Barometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,,,,,,,,Barometer,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,,,,,Philosophical,,,,,,,,,,
10196,1871-01-01T00:00:00Z,NEWCOMBE & TACCHI,,,,,,,,,Optician,,,,,,,,,,,,,,
10197,1871-01-01T00:00:00Z,SHEA,,,,,Manufacturer,"glass (chemical), apparatus (chemical)",,,,,,,,,,,,,,,,,
10198,1871-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Ship's Log,,,
10199,1904-01-01T00:00:00Z,MASSEY,,,,,Manufacturer,log (ship's),,,,,,,,,,,,,,,,,
10200,1891-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,,,,,,,,Ship's Log,,,
10200,1891-01-01T00:00:00Z,MASSEY,,,,,,,,,,,,,Nautical,,,,,,,,,,
10201,1871-01-01T00:00:00Z,BRIDGE,,,,,,,,,,,,,,,,,,,,Watch,,,
10201,1871-01-01T00:00:00Z,BRIDGE,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10202,1871-01-01T00:00:00Z,BUCKNEY,,,,,,,,,,,,,,,,,,,,Watch,,,
10202,1871-01-01T00:00:00Z,BUCKNEY,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10203,1871-01-01T00:00:00Z,CAV√â,,,,,Jeweller,,,,,,,,,,,,,,,,,,
10203,1871-01-01T00:00:00Z,CAVÉ,,,,,,,,,,,,,,,,,,,,Clock,,,
10203,1871-01-01T00:00:00Z,CAVÉ,,,,,,,,,,,,,,,,,,,,Watch,,,
10203,1871-01-01T00:00:00Z,CAVÉ,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10204,1871-01-01T00:00:00Z,CHAMBERS,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10205,1871-01-01T00:00:00Z,THOMSON,,,,,,,,,,,,,,,,,,,,Clock,,,
10205,1871-01-01T00:00:00Z,THOMSON,,,,,,,,,,,,,,,,,,,,Watch,,,
10205,1871-01-01T00:00:00Z,THOMSON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10206,1839-01-01T00:00:00Z,WEBB,,,,,,,,,,,,,,,,,,,,Chronometer,,"1870, from",
10206,1839-01-01T00:00:00Z,WEBB,,,,,,,,,,,,,,,,,,,,Clock,,,
10206,1839-01-01T00:00:00Z,WEBB,,,,,,,,,,,,,,,,,,,,Watch,,,
10206,1839-01-01T00:00:00Z,WEBB,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
10207,1871-01-01T00:00:00Z,DAVISON,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10208,1861-01-01T00:00:00Z,HIGHLEY,,,,,,,,,,,,,,,,,,,,Watch,,,
10209,1871-01-01T00:00:00Z,McGREGOR,,,,,,,,,,,,,Nautical,,,,,,,,,,
10211,1871-01-01T00:00:00Z,GIBSON,,,,,,,,,,,,,Electrical,,,,,,,,,,
10212,1871-01-01T00:00:00Z,FOSTER,,,,,,,,,,,,,,,,,,,,Steam Gauge,,,
10213,1871-01-01T00:00:00Z,COULING,,,,,,,,,,,,,,,,,,,,Tape,measuring,,
10214,1871-01-01T00:00:00Z,HEMMINGS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
10215,1871-01-01T00:00:00Z,BEAUMONT,,,,,,,,,Optician,,,,,,,,,,,,,,
10216,1871-01-01T00:00:00Z,HAY,,,,,Galvanist ,medical,,,,,,,,,,,,,,,,,
10217,1871-01-01T00:00:00Z,HAY,,,,,Galvanist ,medical,,,,,,,,,,,,,,,,,
10218,1871-01-01T00:00:00Z,STEWART,,,,,,,,,,,,,Meteorological,,,,,,,,,,
10219,1871-01-01T00:00:00Z,FISCH & CO.,,,,,,,,,Optician,,,,,,,,,,,,,,
10220,1871-01-01T00:00:00Z,GRANGER,,,,,,,,,Optician,,,,,,,,,,,,,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Barometer,Aneroid,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Barometer,Aneroid,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Barometer,,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,,,,,,,,,,,,Barometer,,,
10221,1871-01-01T00:00:00Z,HARRIS & CO.,,,,,,,,,Optician,,,,,,,,,,,,,,
10222,1871-01-01T00:00:00Z,JONES & PEARCE,,,,,,,,,Optician,,,,,,,,,,,,,,
10223,1871-01-01T00:00:00Z,MOSES,,,,,,,,,Optician,,,,,,,,,,,,,,
10224,1871-01-01T00:00:00Z,GARLAND,,,,,Manufacturer,apparatus (photographic),,,,,,,,,,,,,,,,,
10225,1871-01-01T00:00:00Z,HILL,,,,,,,,,,,,,,,,,,,,Rule,,,
10226,1871-01-01T00:00:00Z,MOSS,,,,,,,,,,,,,,,,,,,,Rule,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10227,1871-01-01T00:00:00Z,WALTER,,,,,,,,,Optician,,,,,,,,,,,,,,
10228,1871-01-01T00:00:00Z,BAKER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Weight,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Weight,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Scale,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,,,,,,,,,,,,,,,,Scale,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,Wholesaler,,,,,,,,,,,,,,,,,,
10229,1871-01-01T00:00:00Z,CHAPPELL & PARRY,,,,,Exporter,,,,,,,,,,,,,,,,,,
10230,1871-01-01T00:00:00Z,CHRISTIE,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10231,1871-01-01T00:00:00Z,DAVIES,,,,,,,,,,,,,,,,,,,,Weight,,,
10231,1871-01-01T00:00:00Z,DAVIES,,,,,,,,,,,,,,,,,,,,Scale,,,
10232,1871-01-01T00:00:00Z,NORMAN,,,,,,,,,,,,,,,,,,,,Spectacle,,,
10233,1871-01-01T00:00:00Z,POTHS & HAAS,,,,,,,,,,,,,,,,,,,,Weight,,,
10233,1871-01-01T00:00:00Z,POTHS & HAAS,,,,,,,,,,,,,,,,,,,,Scale,,,
10234,1871-01-01T00:00:00Z,COWDY,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10235,1871-01-01T00:00:00Z,LEUNIG & CO.,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10236,1871-01-01T00:00:00Z,TYER & NORMAN,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10236,1871-01-01T00:00:00Z,TYER & NORMAN,,,,,Contractor ,telegraph,,,,,,,,,,,,,,,,,
10237,1871-01-01T00:00:00Z,VARLEY,,,,,,,,,,,,,Electrical & Galvanic,,,,,,,,,,
10237,1871-01-01T00:00:00Z,VARLEY,,,,,Manufacturer,instrument (telegraph),,,,,,,,,,,,,,,,,
10237,1871-01-01T00:00:00Z,VARLEY,,,,,Contractor ,telegraph,,,,,,,,,,,,,,,,,
10238,1872-01-01T00:00:00Z,"DE GRAVE, SHORT & CO. (I)",,,,,,,,,,,,,,,,,,,,Weighing machine,,,
10238,1872-01-01T00:00:00Z,"DE GRAVE, SHORT & CO. (I)",,,,,,,,,,,,,,,,,,,,Balance,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,,,,,,,,Barometer,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,,,,,,,,Barometer,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,Electrical,,,,,,,,,,
10239,1872-01-01T00:00:00Z,DANIELL & LUND,,,,,,,,,,,,,Philosophical,,,,,,,,,,
10240,1872-01-01T00:00:00Z,SHORT,,,,,,,,,,,,,,,,,,,,Barometer,Aneroid,,
10240,1872-01-01T00:00:00Z,SHORT,,,,,,,,,,,,,,,,,,,,Thermometer,,,
10240,1872-01-01T00:00:00Z,SHORT,,,,,,,,,,,,,,,,,,,,Barometer,,,
10241,1865-01-01T00:00:00Z,BISHOPP,,,,,,,,,,,,,,,,,,,,Watch,,,
10241,1865-01-01T00:00:00Z,BISHOPP,,,,,,,,,,,,,,,,,,,,Chronometer,,1872 only in dir,
10242,1872-01-01T00:00:00Z,DANDO,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10243,1872-01-01T00:00:00Z,HUGHES,,,,,,,,,,,,,,,,,,,,Chronometer,,,
10244,1872-01-01T00:00:00Z,ZIMMERMAN & CHARITY,,,,,Manufacturer,"glass (chemical), apparatus (chemical)",,,,,,,,,,,,,,,,,
10245,1868-01-01T00:00:00Z,NELSON,,,,,,,,,,,,,,,,,,,,Escapement,watch,,
10245,1868-01-01T00:00:00Z,NELSON,,,,,,,,,,,,,,,,,,,,Chronometer,,"1872 in dirs, from ",
10246,1872-01-01T00:00:00Z,RIEGO,,,,,,,,,,,,,,,,,,,,Clock,,,
10246,1872-01-01T00:00:00Z,RIEGO,,,,,,,,,,,,,,,,,,,,Watch,,,
10246,1872-01-01T00:00:00Z,RIEGO,,,,,,,,,,,,,,,,,,,,Chronometer,,,
